# local minimal position and the related energy gap
#        kx            ky            kz           gap             E            k1            k2            k3
    0.43014802    0.00000000   -0.61927226    0.00000002   11.43512483    0.49999999    0.33354119   -0.00000000
    0.47890088   -0.00000001   -0.61927222    0.00000002   11.43636520    0.49999996    0.37134466    0.00000001
   -0.64481964    0.01037574   -0.61927226    0.00000002   11.44888195    0.49999999   -0.49999976   -0.00844142
    0.64481983    0.02644537    0.61927226    0.00000002   11.45738996   -0.50000000    0.49999991   -0.02151524
   -0.64481198    0.00058464    0.61927226    0.00000002   11.44733458   -0.49999999   -0.49999382   -0.00047565
    0.64481990   -0.05623263   -0.61927222    0.00000002   11.49236439    0.49999996    0.49999996    0.04574937
    0.64481993   -0.16310834    0.59560805    0.00000002   11.78738029   -0.48089353    0.49999998    0.13270060
    0.64481992   -0.08869703    0.61927222    0.00000001   11.55722346   -0.49999996    0.49999998    0.07216154
    0.64481988   -0.06236369    0.61927226    0.00000002   11.50255570   -0.49999999    0.49999995    0.05073744
   -0.42297646   -0.00000000   -0.61927221    0.00000011   11.43530625    0.49999995   -0.32798028    0.00000000
   -0.36259040    0.00000000   -0.61927220    0.00000016   11.44166387    0.49999994   -0.28115632   -0.00000000
   -0.33577631    0.00000000   -0.61927219    0.00000019   11.44752872    0.49999994   -0.26036439   -0.00000000
   -0.22904975   -0.00000001   -0.61927215    0.00000042   11.48766223    0.49999991   -0.17760752    0.00000001
   -0.22535660   -0.07342394   -0.61927219    0.00000045   11.53880117    0.49999993   -0.17474382    0.05973576
   -0.20341889   -0.02547247   -0.61927215    0.00000051   11.50572788    0.49999990   -0.15773309    0.02072372
   -0.10415111    0.00000000   -0.61927211    0.00000099   11.54455828    0.49999988   -0.08075984   -0.00000000
   -0.05331842    0.00000000   -0.61927212    0.00000134   11.55940674    0.49999988   -0.04134365   -0.00000000
    0.00000007   -0.09229319   -0.61927225    0.00000184   11.62703529    0.49999999    0.00000005    0.07508728
    0.00000004   -0.14654137    0.61927225    0.00000002   11.71437828   -0.49999999    0.00000003    0.11922216
    0.08487040   -0.00000022   -0.61927226    0.00000003   11.55113946    0.49999999    0.06580938    0.00000018
    0.23578537   -0.00000013   -0.61927225    0.00000002   11.48453626    0.49999998    0.18283039    0.00000010
    0.20929323    0.04363287   -0.61927226    0.00000002   11.51426492    0.49999999    0.16228812   -0.03549854
    0.39253159   -0.00000003   -0.61927224    0.00000003   11.43737282    0.49999997    0.30437302    0.00000003
    0.52291104    0.00000005   -0.61927224    0.00000002   11.43987094    0.49999997    0.40547058   -0.00000004
    0.64038389    0.00000002    0.61927220    0.00000001   11.44731705   -0.49999995    0.49656024   -0.00000002
    0.64481986    0.02498567   -0.61927224    0.00000002   11.45631280    0.49999997    0.49999994   -0.02032768
    0.64481966    0.01503191    0.61927221    0.00000002   11.45058626   -0.49999995    0.49999978   -0.01222956
   -0.64480459    0.00020913    0.61927223    0.00000002   11.44733028   -0.49999997   -0.49998809   -0.00017014
   -0.60815059   -0.00000008    0.61927224    0.00000002   11.44648953   -0.49999998   -0.47156621    0.00000007
   -0.64481992   -0.17571115    0.58027364    0.00000003   11.83002121   -0.46851253   -0.49999997    0.14295391
   -0.64481993   -0.20859761    0.59667647    0.00000001   11.96008082   -0.48175617   -0.49999999    0.16970946
    0.64481992   -0.18226371    0.57782495    0.00000002   11.85378236   -0.46653546    0.49999998    0.14828490
   -0.64481995   -0.17203338    0.58296479    0.00000001   11.81716609   -0.47068536   -0.50000000    0.13996178
    0.64481994   -0.18219566    0.57783643    0.00000002   11.85352988   -0.46654473    0.49999999    0.14822953
   -0.64481995   -0.18032252    0.57826567    0.00000002   11.84662814   -0.46689130   -0.50000000    0.14670560
   -0.25823899    0.00000001   -0.61927216    0.00000034   11.47452890    0.49999991   -0.20024116   -0.00000001
   -0.24525495    0.00000001   -0.61927216    0.00000037   11.48023028    0.49999991   -0.19017320   -0.00000001
   -0.20556815   -0.03326720   -0.61927215    0.00000050   11.50882447    0.49999990   -0.15939965    0.02706531
   -0.15018071   -0.00000000   -0.61927212    0.00000073   11.52533141    0.49999988   -0.11645167    0.00000000
   -0.06092711    0.00000002   -0.61927212    0.00000128   11.55772351    0.49999988   -0.04724351   -0.00000001
   -0.00000026   -0.14440266    0.61927216    0.00000187   11.71038344   -0.49999991   -0.00000020    0.11748215
   -0.00000046   -0.18699309    0.61927202    0.00000181   11.79588982   -0.49999980   -0.00000035    0.15213260
   -0.00000001   -0.37711893    0.61927225    0.00000002   12.15213225   -0.49999999   -0.00000001    0.30681391
    0.12763197   -0.00000010   -0.61927226    0.00000001   11.53526745    0.49999999    0.09896714    0.00000008
    0.28553674   -0.00000009   -0.61927226    0.00000002   11.46349726    0.49999999    0.22140811    0.00000008
    0.33882873   -0.17597659   -0.61927227    0.00000002   11.74880703    0.50000000    0.26273128    0.14316987
    0.40985263    0.00000001   -0.61927224    0.00000002   11.43593005    0.49999997    0.31780394   -0.00000001
    0.64481898   -0.00324166   -0.61927226    0.00000002   11.44748124    0.49999999    0.49999925    0.00263733
    0.63325592   -0.00000030    0.61927223    0.00000002   11.44724449   -0.49999997    0.49103314    0.00000025
    0.63860553    0.00000070    0.61927226    0.00000002   11.44730498   -0.49999999    0.49518128   -0.00000057
   -0.62367339    0.00000002   -0.61927226    0.00000002   11.44704635    0.50000000   -0.48360275   -0.00000001
    0.64481993   -0.10981473    0.61927210    0.00000003   11.61284170   -0.49999987    0.49999998    0.08934234
   -0.64481993   -0.21297634    0.61159886    0.00000003   11.97924343   -0.49380449   -0.49999999    0.17327188
    0.64481994   -0.21285923   -0.61926911    0.00000002   11.97913238    0.49999745    0.49999999    0.17317660
    0.64481994   -0.18933963    0.57810464    0.00000002   11.88068011   -0.46676129    0.49999999    0.15404168
    0.64481991   -0.20807576   -0.61927223    0.00000003   11.96088795    0.49999997    0.49999997    0.16928490
    0.63710550   -0.27837109   -0.61927226    0.00000003   12.19626452    0.49999999    0.49401814    0.22647530
    0.64481993   -0.17891918    0.57872980    0.00000002   11.84151659   -0.46726604    0.49999999    0.14556388
   -0.64481993   -0.22141594   -0.61927198    0.00000001   12.01140377    0.49999977   -0.49999999    0.18013811
    0.64481993   -0.18758002    0.61927161    0.00000003   11.88211709   -0.49999947    0.49999999    0.15261011
    0.64481992   -0.17345876    0.58179500    0.00000003   11.82210753   -0.46974088    0.49999998    0.14112142
    0.64481994   -0.09316501   -0.61927220    0.00000001   11.56816402    0.49999994    0.50000000    0.07579657
   -0.09621357   -0.00000004   -0.61927212    0.00000104   11.54739392    0.49999988   -0.07460499    0.00000003
   -0.00000004   -0.11087808    0.61927225    0.00000186   11.65338111   -0.49999998   -0.00000003    0.09020745
   -0.00000070   -0.27057179    0.61927171    0.00000105   11.97475247   -0.49999954   -0.00000054    0.22013000
   -0.00000076   -0.30221645    0.61927162    0.00000039   12.03555987   -0.49999947   -0.00000059    0.24587525
    0.00000000   -0.24056955    0.36980510    0.00000002   11.43829957   -0.29858038    0.00000000    0.19572097
   -0.00000000   -0.25108212    0.38195391    0.00000002   11.48481480   -0.30838932   -0.00000000    0.20427372
    0.00000002   -0.23599006    0.36425890    0.00000002   11.41763812   -0.29410238    0.00000002    0.19199522
   -0.64481995   -0.16009787    0.60434080    0.00000002   11.77777406   -0.48794434   -0.50000000    0.13025136
    0.64481993    0.15844434    0.61456233    0.00000003   11.77258638   -0.49619720    0.49999999   -0.12890609
   -0.23276911    0.08381855   -0.61927218    0.00000042   11.55070858    0.49999993   -0.18049155   -0.06819254
    0.64481992    0.10150767    0.61927222    0.00000002   11.58980072   -0.49999996    0.49999998   -0.08258393
   -0.64481992    0.09330732    0.61927211    0.00000002   11.56852001   -0.49999987   -0.49999998   -0.07591235
   -0.64481992   -0.18323494    0.61927215    0.00000002   11.86547230   -0.49999991   -0.49999998    0.14907506
   -0.64481995   -0.16233991    0.59741362    0.00000002   11.78490717   -0.48235135   -0.50000000    0.13207543
   -0.64481994   -0.20158130    0.58593408    0.00000002   11.93016705   -0.47308277   -0.49999999    0.16400118
   -0.64481993   -0.21285164    0.61076228    0.00000002   11.97869303   -0.49312904   -0.49999999    0.17317043
   -0.64462120   -0.27849061    0.61927227    0.00000003   12.19693329   -0.50000000   -0.49984589    0.22657254
    0.64481993   -0.21346159   -0.61685184    0.00000001   11.98138775    0.49804575    0.49999998    0.17366666
    0.64481994   -0.20777275    0.59498937    0.00000001   11.95651106   -0.48039401    0.49999999    0.16903837
    0.64481991   -0.23334199   -0.61927224    0.00000002   12.05520176    0.49999997    0.49999997    0.18984082
   -0.64397354   -0.27848634    0.61927227    0.00000003   12.19691824   -0.50000000   -0.49934368    0.22656907
   -0.64481994   -0.15829416   -0.61751773    0.00000002   11.77211971    0.49858339   -0.50000000    0.12878391
   -0.64481993   -0.17272493    0.61927152    0.00000002   11.82557639   -0.49999940   -0.49999999    0.14052440
    0.64481968   -0.01856005    0.61927222    0.00000002   11.45229204   -0.49999996    0.49999979    0.01509996
   -0.64363546   -0.00000119   -0.61927226    0.00000001   11.44732870    0.49999999   -0.49908153    0.00000097
   -0.00000041   -0.28839397    0.41858273    0.00000094   11.63811320   -0.33796341   -0.00000031    0.23462965
   -0.00000050   -0.29468153    0.42380571    0.00000089   11.66200642   -0.34218044   -0.00000038    0.23974504
   -0.00000041   -0.28849956    0.41867257    0.00000094   11.63851909   -0.33803594   -0.00000032    0.23471555
   -0.00000001   -0.20861232    0.32797724    0.00000002   11.28999043   -0.26480859   -0.00000001    0.16972143
   -0.38117633   -0.61457248    0.28287770    0.00000014   11.97536527   -0.22839526   -0.29556804    0.49999979
    0.00000001   -0.20279311    0.31960482    0.00000003   11.26215623   -0.25804871    0.00000001    0.16498707
   -0.00000002   -0.18120293    0.28670797    0.00000002   11.15779875   -0.23148782   -0.00000002    0.14742188
   -0.64481993   -0.11745531    0.61927226    0.00000001   11.63527881   -0.49999999   -0.49999999    0.09555851
   -0.64481994   -0.19243141    0.57914904    0.00000002   11.89283247   -0.46760453   -0.49999999    0.15655706
    0.64208103    0.00000204    0.61927224    0.00000003   11.44732481   -0.49999997    0.49787622   -0.00000166
   -0.64481992   -0.16502540    0.59181722    0.00000002   11.79361216   -0.47783281   -0.49999998    0.13426027
    0.64481993   -0.18618686    0.57761909    0.00000002   11.86853702   -0.46636925    0.49999999    0.15147667
   -0.64481993   -0.17603611    0.61927215    0.00000001   11.83807651   -0.49999990   -0.49999999    0.14321829
    0.64481976   -0.27476938   -0.61927227    0.00000003   12.18723111    0.50000000    0.49999985    0.22354505
   -0.64481993   -0.21436124   -0.61926622    0.00000002   11.98483517    0.49999512   -0.49999999    0.17439859
    0.64481992   -0.10571484    0.61927222    0.00000002   11.60128859   -0.49999996    0.49999998    0.08600678
    0.64481993   -0.16765185    0.58777265    0.00000002   11.80229629   -0.47456723    0.49999999    0.13639708
    0.64481994   -0.16183125    0.59873421    0.00000003   11.78327854   -0.48341758    0.49999999    0.13166159
   -0.64481993   -0.17819939    0.61927149    0.00000003   11.84628034   -0.49999937   -0.49999999    0.14497827
   -0.55090090    0.00000000   -0.61927225    0.00000004   11.44243269    0.49999998   -0.42717420   -0.00000000
    0.00000381    0.01350419    0.14234591    0.00000130   10.70219148   -0.11492999    0.00000296   -0.01098665
    0.00000062    0.06328723    0.10919077    0.00000139   10.69674624   -0.08816055    0.00000048   -0.05148881
    0.00002868   -0.13615728    0.21122323    0.00000002   10.94407142   -0.17054149    0.00002224    0.11077394
    0.00000105   -0.20171795    0.31803463    0.00000139   11.25699569   -0.25678094    0.00000081    0.16411235
    0.00000198   -0.16763986    0.26473478    0.00000146   11.09212192   -0.21374667    0.00000153    0.13638732
    0.00000000   -0.18873540    0.29849733    0.00000002   11.19432534   -0.24100653    0.00000000    0.15355009
    0.00000001   -0.13883385    0.21583543    0.00000001   10.95620955   -0.17426538    0.00000001    0.11295152
    0.00000006   -0.15439264    0.24251430    0.00000002   11.02868409   -0.19580588    0.00000005    0.12560974
   -0.00000004   -0.01313589    0.14244132    0.00000003   10.70223238   -0.11500702   -0.00000003    0.01068701
    0.00000003   -0.00292487    0.14403163    0.00000002   10.70290455   -0.11629104    0.00000003    0.00237960
   -0.00000002    0.00554673    0.14381765    0.00000001   10.70281416   -0.11611827   -0.00000001   -0.00451267
   -0.00000003    0.00812395    0.14347735    0.00000002   10.70267038   -0.11584351   -0.00000003   -0.00660943
   -0.00000001   -0.01901099    0.14057977    0.00000002   10.70144505   -0.11350401   -0.00000001    0.01546683
    0.00000018    0.13372837    0.20703961    0.00000002   10.93316124   -0.16716363    0.00000014   -0.10879784
    0.64481993   -0.19551980    0.58078170    0.00000003   11.90520946   -0.46892274    0.49999999    0.15906970
    0.64481988   -0.07166179    0.61927221    0.00000002   11.51987943   -0.49999995    0.49999995    0.05830212
    0.64481992   -0.18874466    0.57796838    0.00000003   11.87836906   -0.46665127    0.49999998    0.15355763
    0.64481992   -0.18905445    0.61927203    0.00000002   11.88777827   -0.49999980    0.49999998    0.15380966
    0.64481994   -0.21341584    0.61597630    0.00000002   11.98118544   -0.49733884    0.49999999    0.17362944
    0.64481990   -0.26728461   -0.61927226    0.00000003   12.16647756    0.50000000    0.49999996    0.21745564
    0.61580236    0.00000011   -0.61927224    0.00000002   11.44679950    0.49999998    0.47749947   -0.00000009
    0.00000091    0.11662897    0.17791115    0.00000146   10.85975545   -0.14364534    0.00000071   -0.09488623
    0.00000353   -0.01528867    0.14184226    0.00000141   10.70197856   -0.11452334    0.00000273    0.01243845
    0.00000075    0.05104986    0.11705531    0.00000164   10.69278720   -0.09451038    0.00000058   -0.04153281
    0.00000520    0.00370797    0.14398209    0.00000042   10.70288281   -0.11625104    0.00000403   -0.00301670
    0.00001787   -0.13307722    0.20591905    0.00000103   10.93025375   -0.16625890    0.00001386    0.10826808
    0.00000169   -0.17456422    0.27606520    0.00000146   11.12560810   -0.22289485    0.00000131    0.14202080
   -0.00000004   -0.14592273    0.22803639    0.00000002   10.98886877   -0.18411642   -0.00000003    0.11871884
    0.00000001   -0.13718841    0.21299979    0.00000002   10.94873409   -0.17197589    0.00000001    0.11161283
    0.00000025   -0.13568898    0.21041622    0.00000003   10.94196045   -0.16988991    0.00000020    0.11039294
   -0.00000004    0.00028153    0.14411317    0.00000002   10.70293899   -0.11635687   -0.00000003   -0.00022905
   -0.00000005    0.00503902    0.14386946    0.00000003   10.70283604   -0.11616010   -0.00000004   -0.00409961
    0.00000003   -0.01004915    0.14313831    0.00000002   10.70252709   -0.11556977    0.00000002    0.00817572
   -0.00000004   -0.12039797    0.18425372    0.00000002   10.87535795   -0.14876633   -0.00000003    0.09795258
   -0.00000000    0.00856398    0.14340625    0.00000003   10.70264031   -0.11578610   -0.00000000   -0.00696742
    0.00000001   -0.08026458    0.12252184    0.00000002   10.73233463   -0.09892405    0.00000001    0.06530112
   -0.64481992   -0.08455185   -0.61927218    0.00000002   11.54749018    0.49999993   -0.49999998    0.06878913
   -0.49125484   -0.00000000   -0.61927223    0.00000007   11.43720296    0.49999997   -0.38092404    0.00000000
   -0.64481993   -0.19411638   -0.61927199    0.00000002   11.90724569    0.49999978   -0.49999998    0.15792792
    0.64022616    0.00000075    0.61927219    0.00000002   11.44731614   -0.49999994    0.49643793   -0.00000061
   -0.57764257    0.00000000   -0.61927227    0.00000003   11.44464552    0.50000000   -0.44790998   -0.00000000
    0.64481991   -0.26394512   -0.61927226    0.00000003   12.15670844    0.49999999    0.49999997    0.21473872
    0.00000075    0.11209138    0.17036399    0.00000145   10.84146923   -0.13755177    0.00000058   -0.09119456
    0.00000536    0.00023195    0.14411386    0.00000003   10.70293843   -0.11635743    0.00000416   -0.00018871
    0.00000527   -0.00341242    0.14400237    0.00000039   10.70289139   -0.11626741    0.00000409    0.00277626
    0.00000533    0.00121474    0.14410018    0.00000014   10.70293265   -0.11634638    0.00000414   -0.00098828
    0.00000455   -0.00901385    0.14333018    0.00000095   10.70260751   -0.11572468    0.00000353    0.00733343
    0.00000148    0.12216204    0.18724202    0.00000148   10.88278234   -0.15117908    0.00000115   -0.09938778
    0.00000532    0.00112089    0.14410231    0.00000013   10.70293359   -0.11634811    0.00000413   -0.00091193
    0.00000133   -0.12117985    0.18557696    0.00000148   10.87863953   -0.14983471    0.00000103    0.09858870
   -0.00000002   -0.03922536    0.12832042    0.00000002   10.69640319   -0.10360582   -0.00000002    0.03191271
    0.00000003   -0.10193557    0.15393495    0.00000003   10.80272589   -0.12428697    0.00000002    0.08293206
    0.00000002   -0.00393026    0.14396529    0.00000001   10.70287653   -0.11623747    0.00000001    0.00319755
    0.00000002    0.03237934    0.13354734    0.00000002   10.69850013   -0.10782603    0.00000002   -0.02634297
    0.00000002    0.00497001    0.14387612    0.00000001   10.70283886   -0.11616548    0.00000002   -0.00404347
    0.00000002   -0.02459919    0.13813080    0.00000002   10.70041154   -0.11152671    0.00000002    0.02001325
   -0.00000000    0.01628855    0.14153098    0.00000002   10.70184730   -0.11427201   -0.00000000   -0.01325193
    0.00000001   -0.06294792    0.10919613    0.00000002   10.69637213   -0.08816488    0.00000001    0.05121275
   -0.00000005   -0.13971503    0.21735386    0.00000002   10.96023023   -0.17549135   -0.00000004    0.11366842
    0.00000026   -0.13570429    0.21044260    0.00000002   10.94202942   -0.16991121    0.00000020    0.11040540
    0.43197602    0.61457267    0.29554531    0.00000029   12.04213267   -0.23862308    0.33495864   -0.49999995
   -0.57398807    0.61457166    0.26463078    0.00000095   12.07043582   -0.21366271   -0.44507624   -0.49999913
    0.64481987   -0.41563119    0.22709141    0.00000010   11.74225528   -0.18335345    0.49999994    0.33814646
    0.00000064   -0.09792184    0.14766697    0.00000138   10.78832915   -0.11922621    0.00000049    0.07966660
    0.00000090    0.20984311    0.32972033    0.00000136   11.29585422   -0.26621597    0.00000070   -0.17072276
    0.00000334   -0.01653524    0.14145176    0.00000148   10.70181346   -0.11420805    0.00000259    0.01345263
    0.00000114    0.11971338    0.18309750    0.00000147   10.87249751   -0.14783279    0.00000089   -0.09739562
    0.00000533   -0.00146526    0.14409376    0.00000017   10.70292998   -0.11634120    0.00000413    0.00119210
    0.00000532    0.00051287    0.14411186    0.00000006   10.70293761   -0.11635581    0.00000413   -0.00041726
    0.00000536    0.00203793    0.14407446    0.00000024   10.70292181   -0.11632562    0.00000416   -0.00165801
    0.00000482    0.00718458    0.14361686    0.00000078   10.70272860   -0.11595615    0.00000373   -0.00584518
    0.00000063    0.09594540    0.14463710    0.00000137   10.78144527   -0.11677990    0.00000049   -0.07805862
    0.00000063    0.09617263    0.14498337    0.00000137   10.78222958   -0.11705947    0.00000049   -0.07824349
   -0.00000004   -0.00118695    0.14410039    0.00000003   10.70293359   -0.11634655   -0.00000003    0.00096567
    0.00000001   -0.02088852    0.13983256    0.00000002   10.70112928   -0.11290071    0.00000000    0.01699434
   -0.00000006   -0.00182964    0.14408172    0.00000003   10.70292570   -0.11633148   -0.00000004    0.00148855
    0.38115002   -0.53416201    0.25722292    0.00000002   11.87886263   -0.20768161    0.29554763    0.43457998
    0.00000020   -0.13131497    0.20288796    0.00000002   10.92242525   -0.16381160    0.00000015    0.10683436
    0.64481989   -0.26451682    0.13947064    0.00000022   11.22126644   -0.11260849    0.49999995    0.21520384
    0.64481943   -0.52226858    0.25459602    0.00000023   11.97211190   -0.20556065    0.49999960    0.42490380
   -0.60791188    0.61457201    0.23975515    0.00000062   11.98822210   -0.19357814   -0.47138110   -0.49999942
   -0.38651603    0.61457179    0.18637392    0.00000488   11.68113585   -0.15047817   -0.29970850   -0.49999924
    0.00000249    0.12563490    0.19315428    0.00000147   10.89761072   -0.15595263    0.00000193   -0.10221321
    0.00000102    0.11837902    0.18084879    0.00000147   10.86695525   -0.14601719    0.00000079   -0.09631001
    0.00000207    0.02613694    0.13733664    0.00000180   10.70007772   -0.11088551    0.00000160   -0.02126432
    0.00000245   -0.02278436    0.13900163    0.00000173   10.70077845   -0.11222982    0.00000190    0.01853675
    0.00000499   -0.00543010    0.14383046    0.00000060   10.70281880   -0.11612861    0.00000387    0.00441779
    0.00000526    0.00286922    0.14403522    0.00000033   10.70290529   -0.11629394    0.00000408   -0.00233432
    0.00000526   -0.00347663    0.14399813    0.00000040   10.70288962   -0.11626399    0.00000408    0.00282849
    0.00000429    0.01153583    0.14282680    0.00000116   10.70239468   -0.11531826    0.00000333   -0.00938525
    0.00000001   -0.06116229    0.10950031    0.00000002   10.69472169   -0.08841047    0.00000001    0.04976001
    0.00000001   -0.07464846    0.11602462    0.00000003   10.71772146   -0.09367820    0.00000001    0.06073200
   -0.00000000   -0.06145388    0.05738406    0.00000002   10.65214864   -0.04633185   -0.00000000    0.04999724
    0.39325661   -0.61457225    0.27217118    0.00000018   11.96045771   -0.21975082    0.30493521    0.49999961
    0.64481985   -0.42441117    0.22923951    0.00000012   11.76167527   -0.18508782    0.49999993    0.34528962
    0.64481989   -0.26278380    0.13639551    0.00000022   11.20971931   -0.11012564    0.49999995    0.21379390
    0.64481984   -0.24497818    0.09329957    0.00000026   11.07510176   -0.07533001    0.49999991    0.19930772
    0.64481979   -0.23535757    0.04924906    0.00000029   10.98882115   -0.03976365    0.49999988    0.19148064
    0.64481979   -0.23535817    0.04925325    0.00000029   10.98882687   -0.03976704    0.49999988    0.19148113
    0.00000367   -0.12744031    0.19624096    0.00000145   10.90542551   -0.15844482    0.00000284    0.10368204
    0.00000513    0.00489454    0.14388383    0.00000055   10.70284139   -0.11617170    0.00000398   -0.00398207
    0.00000287   -0.01953111    0.14038096    0.00000162   10.70136080   -0.11334349    0.00000222    0.01588999
    0.00000100    0.04184001    0.12603249    0.00000181   10.69553577   -0.10175855    0.00000078   -0.03403992
    0.00000079   -0.11339885    0.17252752    0.00000145   10.84668015   -0.13929860    0.00000061    0.09225829
   -0.00000000   -0.06078290    0.05837965    0.00000001   10.65197271   -0.04713569   -0.00000000    0.04945135
   -0.00000000   -0.06540305    0.04757603    0.00000001   10.65155464   -0.03841285   -0.00000000    0.05321018
    0.64481986   -0.25091750    0.11068565    0.00000025   11.12342007   -0.08936751    0.49999993    0.20413979
    0.64481992   -0.30243913    0.18335419    0.00000014   11.42080372   -0.14804004    0.49999998    0.24605642
    0.64481970   -0.23218157   -0.01431391    0.00000035   10.95801517    0.01155704    0.49999981    0.18889674
    0.64481975   -0.23247514    0.02032864    0.00000031   10.96091318   -0.01641333    0.49999985    0.18913558
    0.64481978   -0.23424044    0.04065522    0.00000030   10.97812192   -0.03282499    0.49999987    0.19057178
    0.64481984   -0.24551316    0.09504995    0.00000026   11.07960328   -0.07674326    0.49999992    0.19974296
    0.00000148   -0.18247554    0.28872244    0.00000144   11.16397324   -0.23311430    0.00000114    0.14845724
    0.00000066   -0.05739088    0.11141833    0.00000150   10.69276701   -0.08995908    0.00000051    0.04669169
    0.00000041   -0.04460902    0.05493029    0.00000100   10.63390891   -0.04435068    0.00000032    0.03629271
