-0.000000 -0.000000 -0.000000 3.875221 3.893592 4.231481 4.332131 4.500603 4.790150 4.895394 7.264624 7.599670 7.846398 7.913290 8.292627 9.323631 10.487177 10.598448 10.978547 11.140372 12.189745 12.535200 12.676760 12.703522 14.812198 14.986549 15.265776 16.640128 17.619025 18.191445 19.356925 20.214684 20.708184 21.005085 21.856814 23.275800
0.087480 0.188814 0.355472 3.882468 3.898278 4.229397 4.328208 4.504472 4.793653 4.894769 7.262372 7.596218 7.843734 7.910431 9.319504 9.408545 10.498557 10.603739 11.046714 11.147309 12.190140 12.674659 12.706224 14.793728 14.938413 15.261055 16.632612 17.621093 18.186707 18.587994 19.354238 20.705743 20.938328 21.855773 22.480359 23.274867
0.274533 0.377043 0.677740 3.903962 3.911836 4.223229 4.316477 4.515944 4.804207 4.893073 7.255558 7.585864 7.835769 7.901810 9.307447 9.396179 10.531716 10.619302 11.071834 11.168643 12.191381 12.668377 12.714189 14.758780 14.983414 15.246890 16.610483 17.626855 18.172631 18.585093 19.346614 20.698421 20.951904 21.852676 22.482213 23.272050
0.436433 0.564106 1.003761 3.932764 3.938914 4.213423 4.297144 4.534536 4.821929 4.890902 7.244012 7.568664 7.822573 7.887311 9.288370 9.377006 10.584016 10.644280 11.111933 11.206204 12.193631 12.657986 12.726998 14.723198 15.035896 15.223280 16.574905 17.635050 18.149667 18.579754 19.335310 20.686218 20.973712 21.847588 22.485367 23.267297
0.592595 0.749433 1.328913 3.958488 3.985765 4.200946 4.270879 4.559188 4.846947 4.889444 7.227477 7.544686 7.804238 7.866780 9.263591 9.352642 10.651885 10.677454 11.163656 11.263362 12.197120 12.643618 12.743984 14.691461 15.091609 15.190217 16.527545 17.643722 18.118690 18.571271 19.322233 20.669134 21.002659 21.840619 22.489914 23.260530
0.745926 0.932475 1.651139 3.985006 4.041096 4.187904 4.239941 4.587915 4.879294 4.890843 7.205633 7.514002 7.780853 7.840072 9.234633 9.324654 10.717454 10.731646 11.223131 11.343366 12.202101 12.625480 12.764270 14.665521 15.147687 15.148957 16.470317 17.650239 18.081241 18.558784 19.309698 20.647179 21.037442 21.831912 22.495980 23.251648
0.897296 1.112698 1.968981 4.005964 4.092600 4.178787 4.215192 4.617350 4.898705 4.918776 7.178124 7.476670 7.752481 7.807112 9.203048 9.294375 10.762951 10.820157 11.288644 11.446208 12.208803 12.603882 12.786804 14.646766 15.095667 15.207066 16.405193 17.651065 18.039934 18.541441 19.300113 20.620372 21.076685 21.821637 22.503721 23.240542
1.047021 1.289597 2.281068 4.012583 4.096679 4.180878 4.238452 4.642744 4.918210 4.964829 7.144567 7.432726 7.719174 7.767970 9.170302 9.262866 10.812765 10.915075 11.360314 11.568688 12.217397 12.579275 12.810390 14.636468 15.034131 15.265357 16.334104 17.641374 17.998940 18.518614 19.295655 20.588753 21.119045 21.809982 22.513313 23.227103
1.195227 1.462694 2.585884 3.999687 4.051781 4.198538 4.308982 4.659882 4.954403 5.016434 7.104543 7.382175 7.681011 7.722919 9.137703 9.230964 10.865916 11.014695 11.438252 11.706340 12.227963 12.552321 12.833715 14.635911 14.963057 15.323451 16.258886 17.615280 17.963791 18.490103 19.297987 20.552389 21.163277 21.797144 22.524946 23.211237
1.341957 1.631538 2.881514 3.970533 3.989658 4.228678 4.391618 4.668781 5.009155 5.072116 7.057557 7.324987 7.638185 7.672509 9.106365 9.199337 10.921634 11.117509 11.522020 11.854302 12.240476 12.524012 12.855376 14.646403 14.882452 15.381150 16.181263 17.568029 17.939170 18.456248 19.308109 20.511380 21.208274 21.783315 22.538812 23.192871
1.487210 1.795710 3.165194 3.918067 3.930236 4.267737 4.471858 4.676271 5.080803 5.130029 7.002987 7.261086 7.591119 7.617612 9.077190 9.168526 10.979322 11.221675 11.610810 12.007446 12.254792 12.495982 12.873906 14.669209 14.792382 15.438466 16.102820 17.498923 17.925979 18.417886 19.326367 20.465875 21.253081 21.768675 22.555087 23.171968
1.630952 1.954807 3.432374 3.839051 3.881817 4.316427 4.531679 4.699541 5.166531 5.188111 6.940024 7.190357 7.540582 7.559463 9.050859 9.138976 11.038518 11.324518 11.703726 12.159639 12.270647 12.471633 12.887810 14.693015 14.705392 15.495665 16.024962 17.410869 17.921769 18.376200 19.352600 20.416076 21.296903 21.753380 22.573918 23.148531
1.773117 2.108439 3.674658 3.753597 3.827058 4.380773 4.552875 4.756664 5.244251 5.263848 6.867657 7.112653 7.487767 7.499653 9.027844 9.111051 11.098843 11.422130 11.800068 12.287652 12.297083 12.463185 12.895607 14.584666 14.755560 15.553342 15.948855 17.307607 17.923509 18.332526 19.386313 20.362246 21.339105 21.737550 22.595404 23.122613
1.913599 2.256192 3.662466 3.763894 3.881303 4.473025 4.546658 4.836047 5.296471 5.370716 6.784717 7.027844 7.434290 7.440091 9.008420 9.085051 11.159951 11.509253 11.899500 12.305298 12.365976 12.524316 12.895881 14.467838 14.819520 15.612511 15.875362 17.192243 17.929066 18.288191 19.426847 20.304716 21.379209 21.721265 22.619579 23.094318
2.052238 2.397563 3.566455 3.697573 4.033297 4.528836 4.606175 4.921248 5.343157 5.485320 6.690027 6.935880 7.382082 7.382909 8.992704 9.061217 11.221479 11.579860 12.001860 12.322960 12.369954 12.652670 12.887335 14.343249 14.895935 15.674707 15.804967 17.067191 17.937275 18.244397 19.473469 20.243887 21.416890 21.704554 22.646399 23.063805
2.188799 2.531795 3.466619 3.625308 4.135119 4.505774 4.777072 5.005069 5.383562 5.605884 6.582637 6.836869 7.330322 7.333198 8.980690 9.039745 11.283006 11.628763 12.106456 12.339903 12.367574 12.791737 12.868852 14.211846 14.982093 15.737709 15.742054 16.934518 17.947644 18.202163 19.525438 20.180229 21.451968 21.687391 22.675733 23.031291
2.322922 2.657396 3.364763 3.547852 4.203362 4.479901 4.964806 5.084020 5.419288 5.730547 6.462120 6.731137 7.284471 7.289621 8.972296 9.020789 11.344001 11.653585 12.211047 12.355304 12.370931 12.839553 12.931346 14.074794 15.073969 15.673131 15.817206 16.796257 17.960091 18.162293 19.582015 20.114277 21.484394 21.669698 22.707363 22.997046
2.454025 2.770492 3.265103 3.465675 4.253486 4.452306 5.142339 5.155641 5.459910 5.857011 6.329108 6.619261 7.247263 7.253127 8.967397 9.004474 11.403781 11.655574 12.308636 12.368271 12.384575 12.798843 13.071032 13.933441 15.166776 15.610232 15.902987 16.654649 17.974771 18.125377 19.642476 20.046621 21.514237 21.651338 22.740987 22.961393
2.581030 2.857749 3.181326 3.379639 4.294184 4.423500 5.217597 5.266915 5.537868 5.979156 6.188812 6.502073 7.220216 7.225238 8.965859 8.990903 11.461436 11.638534 12.364542 12.377900 12.437578 12.746470 13.211720 13.789261 15.256007 15.547466 16.001626 16.512325 17.991964 18.091791 19.706099 19.977898 21.541655 21.632123 22.776238 22.924705
2.701539 2.877056 3.155906 3.291874 4.329816 4.393645 5.267182 5.308614 5.677424 5.995294 6.143041 6.380747 7.204335 7.207219 8.967549 8.980168 11.515744 11.607010 12.378911 12.383349 12.524146 12.682588 13.354135 13.643762 15.338655 15.482793 16.113842 16.372394 18.011991 18.061717 19.772170 19.908782 21.566875 21.611821 22.812695 22.887393
2.808592 2.808592 3.209031 3.209031 4.362594 4.362594 5.300398 5.300398 5.841871 5.841871 6.257380 6.257380 7.200048 7.200048 8.972353 8.972353 11.565036 11.565036 12.383920 12.383920 12.607900 12.607900 13.498349 13.498349 15.413892 15.413892 16.238379 16.238380 18.035161 18.035161 19.839969 19.839969 21.590168 21.590168 22.849902 22.849902
