#        klen             E | projection   |group 1: A    |group
#column    1               2               3
     0.000000000    -0.000022034     1.000000000
     0.012638210    -0.082203997     1.000000000
     0.025276419     0.028518734     1.000000000
     0.037914629     0.136058308     1.000000000
     0.050552838     0.211678645     1.000000000
     0.063191048     0.281350203     1.000000000
     0.075829257     0.348330294     1.000000000
     0.088467467     0.413778937     1.000000000
     0.101105677     0.478235545     1.000000000
     0.113743886     0.541987191     1.000000000
     0.126382096     0.605199931     1.000000000
     0.139020305     0.667975430     1.000000000
     0.151658515     0.730378509     1.000000000
     0.164296725     0.792451743     1.000000000
     0.176934934     0.854223716     1.000000000
     0.189573144     0.915713905     1.000000000
     0.202211353     0.976935698     1.000000000
     0.214849563     1.037898299     1.000000000
     0.227487772     1.098607966     1.000000000
     0.240125982     1.159068814     1.000000000
     0.252764192     1.219283347     1.000000000
     0.265402401     1.279252795     1.000000000
     0.278040611     1.338977334     1.000000000
     0.290678820     1.398456209     1.000000000
     0.303317030     1.457687802     1.000000000
     0.315955239     1.516669640     1.000000000
     0.328593449     1.575398386     1.000000000
     0.341231659     1.633869781     1.000000000
     0.353869868     1.692078581     1.000000000
     0.366508078     1.750018452     1.000000000
     0.379146287     1.807681851     1.000000000
     0.391784497     1.865059874     1.000000000
     0.404422706     1.922142060     1.000000000
     0.417060916     1.978916159     1.000000000
     0.429699126     2.035367817     1.000000000
     0.442337335     2.091480185     1.000000000
     0.454975545     2.147233385     1.000000000
     0.467613754     2.202603789     1.000000000
     0.480251964     2.257563026     1.000000000
     0.492890174     2.312076569     1.000000000
     0.505528383     2.366101678     1.000000000
     0.518166593     2.419584351     1.000000000
     0.530804802     2.472454640     1.000000000
     0.543443012     2.524619269     1.000000000
     0.556081221     2.575949603     1.000000000
     0.568719431     2.626261277     1.000000000
     0.581357641     2.675278400     1.000000000
     0.593995850     2.722568046     1.000000000
     0.606634060     2.767416336     1.000000000
     0.619272269     2.808591837     1.000000000
     0.619272269     2.808591837     1.000000000
     0.632431860     2.808721537     1.000000000
     0.645591451     2.809097228     1.000000000
     0.658751042     2.809679041     1.000000000
     0.671910632     2.810401735     1.000000000
     0.685070223     2.811176752     1.000000000
     0.698229814     2.811895489     1.000000000
     0.711389405     2.812434118     1.000000000
     0.724548995     2.812660133     1.000000000
     0.737708586     2.812440598     1.000000000
     0.750868177     2.811651635     1.000000000
     0.764027768     2.810188227     1.000000000
     0.777187359     2.807973022     1.000000000
     0.790346949     2.804962748     1.000000000
     0.803506540     2.801151160     1.000000000
     0.816666131     2.796568153     1.000000000
     0.829825722     2.791275459     1.000000000
     0.842985312     2.785359968     1.000000000
     0.856144903     2.778925955     1.000000000
     0.869304494     2.772087395     1.000000000
     0.882464085     2.764961176     1.000000000
     0.895623676     2.757661643     1.000000000
     0.908783266     2.750296563     1.000000000
     0.921942857     2.742964402     1.000000000
     0.935102448     2.735752681     1.000000000
     0.948262039     2.728737172     1.000000000
     0.961421629     2.721981715     1.000000000
     0.974581220     2.715538456     1.000000000
     0.987740811     2.709448378     1.000000000
     1.000900402     2.703742017     1.000000000
     1.014059992     2.698440285     1.000000000
     1.027219583     2.693555351     1.000000000
     1.040379174     2.689091561     1.000000000
     1.053538765     2.685046347     1.000000000
     1.066698356     2.681411142     1.000000000
     1.079857946     2.678172277     1.000000000
     1.093017537     2.675311854     1.000000000
     1.106177128     2.672808603     1.000000000
     1.119336719     2.670638716     1.000000000
     1.132496309     2.668776651     1.000000000
     1.145655900     2.667195918     1.000000000
     1.158815491     2.665869835     1.000000000
     1.171975082     2.664772252     1.000000000
     1.185134673     2.663878237     1.000000000
     1.198294263     2.663164720     1.000000000
     1.211453854     2.662611082     1.000000000
     1.224613445     2.662199679     1.000000000
     1.237773036     2.661916297     1.000000000
     1.250932626     2.661750510     1.000000000
     1.264092217     2.661695951     1.000000000
     1.264092217     2.661695951     1.000000000
     1.276730427     2.644019145     1.000000000
     1.289368636     2.627063542     1.000000000
     1.302006846     2.610824473     1.000000000
     1.314645055     2.595292482     1.000000000
     1.327283265     2.580453276     1.000000000
     1.339921475     2.566287704     1.000000000
     1.352559684     2.552771787     1.000000000
     1.365197894     2.539876810     1.000000000
     1.377836103     2.527569480     1.000000000
     1.390474313     2.515812184     1.000000000
     1.403112523     2.504563323     1.000000000
     1.415750732     2.493777780     1.000000000
     1.428388942     2.483407494     1.000000000
     1.441027151     2.473402177     1.000000000
     1.453665361     2.463710167     1.000000000
     1.466303570     2.454279425     1.000000000
     1.478941780     2.445058663     1.000000000
     1.491579990     2.435998592     1.000000000
     1.504218199     2.427053250     1.000000000
     1.516856409     2.418181367     1.000000000
     1.529494618     2.409347697     1.000000000
     1.542132828     2.400524244     1.000000000
     1.554771037     2.391691293     1.000000000
     1.567409247     2.382838159     1.000000000
     1.580047457     2.373963585     1.000000000
     1.592685666     2.365075734     1.000000000
     1.605323876     2.356191774     1.000000000
     1.617962085     2.347337058     1.000000000
     1.630600295     2.338543974     1.000000000
     1.643238505     2.329850545     1.000000000
     1.655876714     2.321298887     1.000000000
