     # Chirality               0               0
            # k            phase           phase
      0.65306122      0.00516488      0.00995074      0.00006446      0.00011933      0.00012517      0.00012755      0.00013057      0.00013229      0.00013419      0.00021038      0.00027097      0.00035760      0.00036584      0.00037209      0.00037349      0.00037611      0.00037864      0.00182125      0.99980494      0.00000284      0.00006432      0.00012119      0.00012648      0.00012809      0.00013059      0.00013244      0.00013418      0.00024649      0.00027244      0.00035976      0.00036731      0.00037253      0.00037359      0.00037689      0.00037877      0.00636283
      0.67346939      0.00496219      0.00883492      0.00006226      0.00011510      0.00012071      0.00012302      0.00012593      0.00012762      0.00012944      0.00020532      0.00026169      0.00034509      0.00035289      0.00035881      0.00036023      0.00036274      0.00036520      0.00169027      0.99985589      0.00000733      0.00006214      0.00011687      0.00012197      0.00012353      0.00012594      0.00012776      0.00012942      0.00023817      0.00026300      0.00034708      0.00035430      0.00035927      0.00036032      0.00036348      0.00036532      0.00536900
      0.69387755      0.00470644      0.00785543      0.00005980      0.00011038      0.00011575      0.00011800      0.00012077      0.00012242      0.00012415      0.00019899      0.00025134      0.00033113      0.00033849      0.00034404      0.00034549      0.00034787      0.00035026      0.00153265      0.99989492      0.00001194      0.00005970      0.00011209      0.00011697      0.00011846      0.00012078      0.00012255      0.00012414      0.00022895      0.00025250      0.00033297      0.00033985      0.00034453      0.00034558      0.00034859      0.00035037      0.00452545
      0.71428571      0.00441592      0.00697890      0.00005710      0.00010520      0.00011031      0.00011248      0.00011511      0.00011671      0.00011836      0.00019146      0.00023997      0.00031577      0.00032269      0.00032785      0.00032933      0.00033159      0.00033388      0.00136263      0.99992546      0.00001626      0.00005702      0.00010685      0.00011150      0.00011291      0.00011513      0.00011684      0.00011834      0.00021881      0.00024097      0.00031749      0.00032401      0.00032838      0.00032942      0.00033228      0.00033398      0.00379869
      0.73469388      0.00410342      0.00618469      0.00005416      0.00009959      0.00010443      0.00010651      0.00010899      0.00011052      0.00011208      0.00018279      0.00022761      0.00029908      0.00030557      0.00031033      0.00031183      0.00031395      0.00031613      0.00119027      0.99994958      0.00002002      0.00005410      0.00010119      0.00010559      0.00010691      0.00010900      0.00011065      0.00011205      0.00020775      0.00022845      0.00030070      0.00030684      0.00031089      0.00031191      0.00031462      0.00031623      0.00316781
      0.75510204      0.00377802      0.00545925      0.00005101      0.00009358      0.00009814      0.00010010      0.00010241      0.00010388      0.00010533      0.00017306      0.00021430      0.00028112      0.00028720      0.00029153      0.00029304      0.00029504      0.00029708      0.00102261      0.99996862      0.00002305      0.00005096      0.00009512      0.00009924      0.00010048      0.00010242      0.00010399      0.00010531      0.00019578      0.00021499      0.00028265      0.00028841      0.00029212      0.00029312      0.00029567      0.00029718      0.00261878
      0.77551020      0.00344618      0.00479307      0.00004764      0.00008719      0.00009145      0.00009328      0.00009542      0.00009680      0.00009815      0.00016231      0.00020009      0.00026197      0.00026764      0.00027154      0.00027305      0.00027492      0.00027681      0.00086437      0.99998354      0.00002525      0.00004761      0.00008865      0.00009249      0.00009363      0.00009543      0.00009691      0.00009813      0.00018294      0.00020063      0.00026342      0.00026880      0.00027216      0.00027312      0.00027551      0.00027691      0.00214147
      0.79591837      0.00311233      0.00417895      0.00004408      0.00008046      0.00008441      0.00008607      0.00008803      0.00008932      0.00009057      0.00015063      0.00018502      0.00024169      0.00024699      0.00025045      0.00025194      0.00025368      0.00025541      0.00071852      0.99999506      0.00002660      0.00004407      0.00008183      0.00008537      0.00008641      0.00008804      0.00008943      0.00009055      0.00016928      0.00018541      0.00024309      0.00024807      0.00025109      0.00025201      0.00025423      0.00025551      0.00172797
      0.81632653      0.00277948      0.00361114      0.00000370      0.00004032      0.00007341      0.00007703      0.00007852      0.00008029      0.00008147      0.00008261      0.00013808      0.00016914      0.00022038      0.00022532      0.00022834      0.00022980      0.00023141      0.00023296      0.00058670      0.00002708      0.00004034      0.00007467      0.00007791      0.00007885      0.00008029      0.00008157      0.00008259      0.00015484      0.00016940      0.00022175      0.00022632      0.00022898      0.00022986      0.00023191      0.00023306      0.00137172
      0.83673469      0.00244952      0.00308479      0.00000989      0.00003638      0.00006607      0.00006935      0.00007064      0.00007221      0.00007328      0.00007431      0.00012473      0.00015250      0.00019810      0.00020272      0.00020530      0.00020671      0.00020819      0.00020955      0.00046957      0.00002673      0.00003644      0.00006720      0.00007012      0.00007096      0.00007222      0.00007338      0.00007429      0.00013969      0.00015264      0.00019947      0.00020362      0.00020595      0.00020677      0.00020864      0.00020965      0.00106702
      0.85714286      0.00212364      0.00259579      0.00001394      0.00003227      0.00005846      0.00006139      0.00006247      0.00006384      0.00006479      0.00006570      0.00011064      0.00013517      0.00017495      0.00017928      0.00018144      0.00018278      0.00018412      0.00018529      0.00036712      0.00002558      0.00003238      0.00005945      0.00006203      0.00006278      0.00006385      0.00006489      0.00006569      0.00012387      0.00013521      0.00017635      0.00018008      0.00018207      0.00018283      0.00018451      0.00018539      0.00080883
      0.87755102      0.00180253      0.00214061      0.00001610      0.00002800      0.00005060      0.00005319      0.00005404      0.00005521      0.00005603      0.00005682      0.00009586      0.00011719      0.00015099      0.00015509      0.00015683      0.00015809      0.00015928      0.00016027      0.00027893      0.00002366      0.00002818      0.00005144      0.00005369      0.00005435      0.00005522      0.00005612      0.00005681      0.00010744      0.00011715      0.00015249      0.00015579      0.00015744      0.00015814      0.00015961      0.00016036      0.00059270
      0.89795918      0.00148665      0.00171636      0.00001658      0.00002357      0.00004253      0.00004476      0.00004540      0.00004636      0.00004704      0.00004771      0.00008040      0.00009864      0.00012628      0.00013024      0.00013160      0.00013276      0.00013379      0.00013459      0.00020439      0.00002103      0.00002387      0.00004322      0.00004511      0.00004570      0.00004636      0.00004713      0.00004770      0.00009044      0.00009855      0.00012798      0.00013084      0.00013217      0.00013280      0.00013405      0.00013468      0.00041474
      0.91836735      0.00117632      0.00132072      0.00001557      0.00001902      0.00003425      0.00003613      0.00003657      0.00003731      0.00003786      0.00003839      0.00006428      0.00007958      0.00010080      0.00010483      0.00010583      0.00010687      0.00010774      0.00010836      0.00014291      0.00001770      0.00001947      0.00003480      0.00003634      0.00003685      0.00003732      0.00003793      0.00003840      0.00007291      0.00007946      0.00010292      0.00010535      0.00010635      0.00010690      0.00010793      0.00010844      0.00027166
      0.93877551      0.00087194      0.00095201      0.00001319      0.00001437      0.00002581      0.00002731      0.00002760      0.00002812      0.00002851      0.00002892      0.00004749      0.00006009      0.00007434      0.00007897      0.00007966      0.00008054      0.00008122      0.00008169      0.00009411      0.00001374      0.00001499      0.00002622      0.00002740      0.00002782      0.00002812      0.00002858      0.00002893      0.00005489      0.00005997      0.00007740      0.00007940      0.00008008      0.00008057      0.00008135      0.00008175      0.00016079
      0.95918367      0.00057396      0.00060916      0.00000939      0.00000988      0.00001722      0.00001831      0.00001852      0.00001881      0.00001905      0.00001932      0.00003013      0.00004021      0.00004696      0.00005276      0.00005323      0.00005388      0.00005434      0.00005467      0.00005728      0.00000932      0.00001032      0.00001753      0.00001834      0.00001866      0.00001881      0.00001911      0.00001934      0.00003637      0.00004014      0.00005142      0.00005311      0.00005348      0.00005390      0.00005442      0.00005471      0.00008017
      0.97959184      0.00028304      0.00029176      0.00000466      0.00000528      0.00000854      0.00000919      0.00000933      0.00000942      0.00000950      0.00000966      0.00001328      0.00002006      0.00002179      0.00002638      0.00002665      0.00002700      0.00002721      0.00002741      0.00002768      0.00000467      0.00000534      0.00000875      0.00000919      0.00000937      0.00000942      0.00000956      0.00000968      0.00001711      0.00002006      0.00002433      0.00002654      0.00002669      0.00002700      0.00002725      0.00002743      0.00002935
      1.00000000      0.00002792      0.00002800      0.00000044      0.00000055      0.00000081      0.00000092      0.00000093      0.00000094      0.00000094      0.00000096      0.00000111      0.00000198      0.00000211      0.00000264      0.00000267      0.00000270      0.00000272      0.00000274      0.00000275      0.00000045      0.00000055      0.00000083      0.00000092      0.00000093      0.00000094      0.00000094      0.00000097      0.00000115      0.00000199      0.00000212      0.00000264      0.00000267      0.00000270      0.00000272      0.00000275      0.00000275
