     # Chirality              -1
            # k            phase
      0.79591837      0.00944344      0.00961837      0.99998302      0.99998310      0.99998316      0.99998332      0.99998342      0.99998366      0.99998671      0.99998822      0.99999098      0.99999409      0.99999414      0.99999415      0.99999417      0.99999430      0.99999453      0.99999643      0.99999767
      0.81632653      0.00529228      0.00545183      0.99998451      0.99998459      0.99998464      0.99998479      0.99998488      0.99998509      0.99998788      0.99998926      0.99999177      0.99999461      0.99999465      0.99999466      0.99999468      0.99999480      0.99999501      0.99999675      0.99999788
      0.83673469      0.00263826      0.00278178      0.99998607      0.99998614      0.99998618      0.99998632      0.99998640      0.99998659      0.99998910      0.99999033      0.99999260      0.99999515      0.99999519      0.99999520      0.99999521      0.99999532      0.99999551      0.99999707      0.99999809
      0.85714286      0.00130521      0.00143210      0.99998768      0.99998774      0.99998778      0.99998790      0.99998797      0.99998814      0.99999036      0.99999145      0.99999345      0.99999571      0.99999575      0.99999575      0.99999577      0.99999586      0.99999603      0.99999741      0.99999832
      0.87755102      0.00066114      0.00077089      0.99998935      0.99998940      0.99998943      0.99998954      0.99998960      0.99998975      0.99999167      0.99999261      0.99999434      0.99999629      0.99999632      0.99999633      0.99999634      0.99999642      0.99999657      0.99999776      0.99999855
      0.89795918      0.00033160      0.00042375      0.99999106      0.99999110      0.99999113      0.99999121      0.99999127      0.99999139      0.99999300      0.99999379      0.99999525      0.99999689      0.99999691      0.99999692      0.99999693      0.99999700      0.99999712      0.99999812      0.99999878
      0.91836735      0.00015379      0.00022796      0.99999280      0.99999283      0.99999286      0.99999293      0.99999297      0.99999307      0.99999437      0.99999500      0.99999617      0.99999749      0.99999751      0.99999752      0.99999753      0.99999758      0.99999768      0.99999849      0.99999902
      0.93877551      0.00005692      0.00011282      0.99999457      0.99999460      0.99999462      0.99999467      0.99999470      0.99999478      0.99999575      0.99999623      0.99999712      0.99999811      0.99999813      0.99999813      0.99999814      0.99999818      0.99999825      0.99999886      0.99999927
      0.95918367      0.00000819      0.00004558      0.99999637      0.99999639      0.99999640      0.99999643      0.99999646      0.99999651      0.99999716      0.99999748      0.99999807      0.99999874      0.99999875      0.99999875      0.99999875      0.99999878      0.99999883      0.99999924      0.99999951
      0.97959184      0.99999169      0.00001042      0.99999818      0.99999819      0.99999820      0.99999821      0.99999822      0.99999825      0.99999858      0.99999874      0.99999903      0.99999937      0.99999937      0.99999937      0.99999938      0.99999939      0.99999941      0.99999962      0.99999976
      1.00000000      0.99999815      0.00000003      0.99999982      0.99999982      0.99999982      0.99999982      0.99999982      0.99999982      0.99999986      0.99999987      0.99999990      0.99999994      0.99999994      0.99999994      0.99999994      0.99999994      0.99999994      0.99999996      0.99999998
